drg_segment,total_passengers_2022,total_passengers_2015,wifi_service,city_attraction_area,city_category_in_attraction_area_2020,department,region,sum_municipal_population_2021,non_scholarized_15_years_old_or_more_2020,main_residences_2020,housing_2020,jobs_at_workplace_2020,hotels_2024_sum,camping_sites_2024_sum,other_tourist_accommodations_2024_sum,latitude,longitude,passenger_growth_rate,attraction_density,city_size_category,Dubious,total_non_passengers_2022,total_non_passengers_2015,non_passenger_growth_rate,distance_to_paris,population_category,high_population
C,62336.0,35307.0,0,028,20,21,27,414799,296478,196357,219324,179356,113,16,9,47.3270025,4.8105362,0.7655422437476987,0.0003326912552826791,Large,Yes,0.0,0.0,0.0,251.28051046864613,"(300000, 600000]",High
C,82908.0,62482.0,0,064,20,18,24,173033,132985,81202,95513,70372,28,10,2,47.1394406,2.2071342,0.3269101501232355,0.00023116977686337287,Medium,Yes,0.0,0.0,0.0,192.28809625117776,"(0, 300000]",Low
C,74415.0,103683.0,0,004,12,59,32,1521660,1042779,655674,714534,628196,122,17,17,50.66697,2.97729,-0.2822834987413559,0.0001025196167343559,Huge,No,0.0,0.0,0.0,205.45546437791137,"(1500000, 1800000]",High
C,118394.0,55804.0,0,215,20,61,28,35656,27735,16571,19726,13113,8,2,0,48.6647685,0.1344097,1.121604186079851,0.00028045770697778774,Small,Yes,0.0,0.0,0.0,162.71579678023372,"(0, 300000]",Low
B,332671.0,226893.0,0,003,20,13,93,1888788,1372344,849590,969271,758303,303,52,76,43.23406,5.553055,0.46620213051967224,0.00022818865854717417,Huge,Yes,83167.0,56723.0,0.4661953704846359,673.6418616295978,"(1800000, 2100000]",High
C,17112.0,37398.0,0,121,20,57,44,76994,60888,34655,39692,28512,6,3,0,49.1066949,6.9775394,-0.5424354243542435,0.00011689222536821051,Medium,No,0.0,0.0,0.0,339.8829609967603,"(0, 300000]",Low
C,66872.0,80779.0,0,004,20,59,32,1521660,1042779,655674,714534,628196,122,17,17,50.6966975,2.8289655,-0.17216108146919373,0.0001025196167343559,Huge,No,0.0,0.0,0.0,206.57688439981925,"(1500000, 1800000]",High
B,250964.0,194148.0,0,368,11,67,44,14980,11790,6725,7728,6085,8,0,0,49.0318895,7.9501435,0.2926427261676659,0.000534045393858478,Tiny,Yes,62742.0,48538.0,0.29263669702089085,410.4830881662977,"(0, 300000]",Low
C,16568.0,525.0,0,000,30,64,75,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,42.99589,-0.60348,30.558095238095238,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,691.042927692593,"(4200000, 4500000]",High
C,80478.0,47771.0,0,066,20,85,52,172907,124509,75507,82847,79419,19,19,2,46.6068648,-1.6596359,0.6846622427832786,0.00023133823384825368,Medium,Yes,0.0,0.0,0.0,390.17014096433144,"(0, 300000]",Low
C,36569.0,29159.0,0,000,30,71,27,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,46.2881469,4.2984195,0.2541239411502452,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,322.36207015696317,"(4200000, 4500000]",High
C,48173.0,47548.0,0,000,30,16,75,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,45.599836,-0.0502,0.013144611760747035,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,405.3383891247296,"(4200000, 4500000]",High
C,53457.0,29255.0,0,002,20,38,84,2308818,1598413,1010763,1122933,1056227,329,39,45,45.5611596,5.3761179,0.8272773884806016,0.0001788794092908146,Huge,Yes,0.0,0.0,0.0,433.40893183111746,"(2100000, 2400000]",High
C,1741.0,924.0,0,100,20,36,24,112091,86790,53159,64196,45223,24,5,0,46.7357683,1.5901964,0.8841991341991342,0.0002587183627588299,Medium,Yes,0.0,0.0,0.0,243.35595796633766,"(0, 300000]",Low
C,33201.0,44879.0,0,132,20,39,27,71298,55106,33967,41541,29556,19,11,2,46.7627809,5.5977462,-0.2602107890104503,0.0004488204437712138,Medium,No,0.0,0.0,0.0,337.79549398564507,"(0, 300000]",Low
C,98175.0,15687.0,0,018,20,83,93,581948,446498,275575,343442,209921,114,51,42,43.1449352,6.0687663,5.258366800535475,0.0003557018840171287,Large,Yes,0.0,0.0,0.0,698.3643486202456,"(300000, 600000]",High
C,475.0,236.0,0,044,20,64,75,283042,209498,131771,152200,116389,50,15,7,43.2543993,-0.2950176,1.0127118644067796,0.000254379208739339,Large,Yes,0.0,0.0,0.0,656.0713682606586,"(0, 300000]",Low
C,29958.0,37920.0,0,010,20,67,44,864993,617436,386250,431910,380457,204,20,28,48.7175872,7.7045946,-0.20996835443037976,0.00029133183736747005,Large,No,0.0,0.0,0.0,393.73565496277854,"(600000, 900000]",High
C,17383.0,14630.0,0,004,12,59,32,1521660,1042779,655674,714534,628196,122,17,17,50.6218591,3.1598992,0.18817498291182502,0.0001025196167343559,Huge,Yes,0.0,0.0,0.0,204.00171807183872,"(1500000, 1800000]",High
B,399110.0,312150.0,0,018,20,83,93,581948,446498,275575,343442,209921,114,51,42,43.122586,5.824979,0.27858401409578726,0.0003557018840171287,Large,Yes,99778.0,78037.0,0.27859861347822185,693.1372353907539,"(300000, 600000]",High
B,244603.0,239957.0,0,010,20,67,44,864993,617436,386250,431910,380457,204,20,28,48.5337753,7.4621581,0.019361802322916188,0.00029133183736747005,Large,No,61151.0,59989.0,0.01937021787327677,378.1394133305871,"(600000, 900000]",High
B,183626.0,149930.0,0,000,30,33,75,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,44.856999,-0.04066,0.22474488094444073,0.0013664948686700343,Tiny,No,45906.0,37483.0,0.22471520422591576,480.94085610671215,"(4200000, 4500000]",High
C,860.0,19122.0,0,246,12,80,32,29774,23329,13317,17145,10343,5,5,0,50.0632646,1.5890574,-0.9550256249346303,0.00033586350507153895,Small,No,0.0,0.0,0.0,143.51384517143472,"(0, 300000]",Low
C,8147.0,7126.0,0,677,11,40,75,2868,2134,1188,1335,2572,2,0,0,43.6713719,-1.2412599,0.1432781364019085,0.000697350069735007,Tiny,No,0.0,0.0,0.0,639.5215723766504,"(0, 300000]",Low
C,10349.0,14172.0,0,001,20,60,32,13171056,9184054,5642167,6342502,6066757,2555,89,251,49.2942448,2.3441977,-0.26975726785210274,0.00021980014358757567,Huge,No,0.0,0.0,0.0,47.551066501502476,"(12900000, 13200000]",High
B,233950.0,146503.0,0,613,11,40,75,5299,4337,2500,2960,1912,2,1,0,44.033565,-0.90864,0.5968956267107158,0.0005661445555765239,Tiny,Yes,58488.0,36626.0,0.5968983782012778,591.8943397564278,"(0, 300000]",Low
B,246195.0,143357.0,0,013,20,35,53,771320,522114,341999,377043,347697,96,16,18,48.1187915,-1.5277646,0.7173559714558759,0.00016854223927812063,Large,Yes,0.0,0.0,0.0,296.3918533138413,"(600000, 900000]",High
B,428217.0,457828.0,0,001,20,77,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.406531,2.799184,-0.06467712765492718,0.00021980014358757567,Huge,No,0.0,0.0,0.0,61.559593222733575,"(12900000, 13200000]",High
C,1728.0,2974.0,0,088,20,35,53,137293,106828,66328,97430,54595,123,33,17,48.5314637,-1.8505895,-0.4189643577673167,0.0012600788095532911,Medium,No,0.0,0.0,0.0,309.27250024068405,"(0, 300000]",Low
C,11788.0,20906.0,0,000,30,12,76,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,44.3246516,3.0569451,-0.4361427341433081,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,508.0594713361181,"(4200000, 4500000]",High
B,261165.0,232730.0,0,145,11,32,76,65095,50609,31005,36556,27425,11,13,3,43.647488,0.596661,0.12218020882567783,0.00041477840079883247,Medium,No,65292.0,58182.0,0.12220274311642776,595.4628054241347,"(0, 300000]",Low
B,190892.0,111465.0,0,040,20,84,93,339324,249199,151855,176154,132731,93,22,13,44.0053909,4.8756182,0.7125734535504419,0.0003772205915290401,Large,Yes,18880.0,11024.0,0.7126269956458636,574.4966666101543,"(300000, 600000]",High
C,4335.0,4761.0,0,000,30,24,75,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,44.8625105,0.8303278,-0.08947700063011972,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,459.6452626249382,"(4200000, 4500000]",High
C,2566.0,6298.0,0,073,20,62,32,144425,105600,62386,70281,50133,28,35,6,50.8500679,1.8120345,-0.5925690695458876,0.0004777566210836074,Medium,No,0.0,0.0,0.0,223.68603045811076,"(0, 300000]",Low
C,1143.0,1908.0,0,187,20,22,53,48603,37120,22413,26293,19044,15,5,1,48.4961248,-2.0036608,-0.4009433962264151,0.00043207209431516574,Small,No,0.0,0.0,0.0,321.01411907240436,"(0, 300000]",Low
C,1231.0,4392.0,0,004,11,59,32,1521660,1042779,655674,714534,628196,122,17,17,50.6226402,3.1149328,-0.7197176684881603,0.0001025196167343559,Huge,No,0.0,0.0,0.0,203.16830796782043,"(1500000, 1800000]",High
C,39051.0,19380.0,0,000,30,36,24,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,47.163172,1.5584442,1.015015479876161,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,197.99219114900603,"(4200000, 4500000]",High
A,1047813.0,768690.0,1,091,11,11,76,124351,95725,57786,70798,45775,50,15,7,43.218029,2.351824,0.363115169964485,0.0005790062001913937,Medium,Yes,330889.0,242744.0,0.3631191708136967,628.1015039665821,"(0, 300000]",Low
C,21617.0,18147.0,0,000,30,46,76,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,44.9459316,1.6663378,0.19121617898275198,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,438.8954947543647,"(4200000, 4500000]",High
C,92911.0,67310.0,0,050,20,73,84,261463,191251,119668,141100,111156,89,30,10,45.7245161,5.9221751,0.38034467389689497,0.0004933776480802255,Large,Yes,0.0,0.0,0.0,441.84783736723034,"(0, 300000]",Low
B,251017.0,232776.0,0,015,20,76,28,709065,504460,323682,356637,276548,80,9,5,49.302766,1.00993,0.07836288964498059,0.00013256894642945288,Large,No,62755.0,58194.0,0.07837577757157095,107.88804798982538,"(600000, 900000]",High
A,6056899.0,7846574.0,1,004,11,59,32,1521660,1042779,655674,714534,628196,122,17,17,50.639224,3.075796,-0.22808361967911092,0.0001025196167343559,Huge,No,3557227.0,4608306.0,-0.22808359514320448,204.18633248133114,"(1500000, 1800000]",High
C,57948.0,52769.0,0,BAL,12,68,44,114451,86327,50053,56472,30027,22,2,3,47.6094781,7.5312095,0.09814474407322481,0.00023590881687359655,Medium,No,0.0,0.0,0.0,409.4472925520172,"(0, 300000]",Low
C,11836.0,13095.0,0,247,20,62,32,30716,23838,14003,32360,12222,30,14,5,50.5759062,1.614825,-0.09614356624665903,0.0015952597994530538,Small,No,0.0,0.0,0.0,196.94982075653922,"(0, 300000]",Low
A,440823.0,426960.0,1,084,11,71,27,138633,103871,61978,71571,57701,54,13,2,46.282884,4.778876,0.03246908375491849,0.0004977169937893575,Medium,No,110205.0,106740.0,0.03246205733558179,340.83614742657676,"(0, 300000]",Low
B,194818.0,143251.0,0,035,20,80,32,353124,249601,159221,179067,136577,43,22,5,49.86295,2.52141,0.35997654466635487,0.00019823064985670757,Large,Yes,48705.0,35813.0,0.3599810124815011,111.61556321595883,"(300000, 600000]",High
C,53288.0,63827.0,0,034,20,72,52,369998,269437,165151,185798,144359,58,11,4,48.1272909,-0.0113736,-0.16511821016184372,0.00019729836377493934,Large,No,0.0,0.0,0.0,191.3212350058319,"(300000, 600000]",High
C,2259.0,607.0,0,316,20,30,76,20736,16802,10070,31657,6567,24,12,11,43.6392883,4.1930703,2.7215815485996706,0.0022665895061728396,Small,Yes,0.0,0.0,0.0,598.5366533412437,"(0, 300000]",Low
C,85328.0,83040.0,0,000,30,41,24,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,47.2869126,1.3838369,0.027552986512524084,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,189.29119660370657,"(4200000, 4500000]",High
C,1463.0,3578.0,0,000,30,61,28,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,48.7172632,0.4281082,-0.5911123532699832,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,140.54804625126036,"(4200000, 4500000]",High
C,11976.0,8842.0,0,082,20,81,76,139305,105551,66431,76266,51243,27,12,3,43.9151803,2.026913,0.3544446957701877,0.0003014967158393453,Medium,Yes,0.0,0.0,0.0,551.0801813174814,"(0, 300000]",Low
C,2919.0,1551.0,0,567,20,56,53,6924,5881,3662,12411,2731,16,14,3,47.5369524,-3.1363795,0.8820116054158608,0.004766031195840554,Tiny,Yes,0.0,0.0,0.0,431.37588596215903,"(0, 300000]",Low
C,2550.0,4195.0,0,156,20,62,32,56876,41791,23912,26795,12372,0,1,0,50.5900401,2.4657764,-0.39213349225268174,1.7582108446444897e-05,Medium,No,0.0,0.0,0.0,191.86656625221949,"(0, 300000]",Low
C,29617.0,31420.0,0,010,20,67,44,864993,617436,386250,431910,380457,204,20,28,48.3389532,7.5353085,-0.057383831954169316,0.00029133183736747005,Large,No,0.0,0.0,0.0,386.8986704249041,"(600000, 900000]",High
C,55023.0,56461.0,0,248,12,76,28,28841,22991,13772,20213,10736,17,13,3,50.0628592,1.3763738,-0.025468907741626964,0.0011442044311917063,Small,No,0.0,0.0,0.0,149.91169542062022,"(0, 300000]",Low
C,200.0,391.0,0,020,20,54,44,508793,360647,239386,269448,206872,62,9,8,48.4838433,6.129105,-0.4884910485933504,0.00015526943177284277,Large,No,0.0,0.0,0.0,281.9053774729524,"(300000, 600000]",High
B,164852.0,99742.0,0,163,20,74,84,56061,40961,23580,29764,24195,14,2,1,46.0887815,6.507826,0.652784183192637,0.000303241112359751,Medium,Yes,41214.0,24935.0,0.6528574293162221,440.14306944612997,"(0, 300000]",Low
C,72201.0,61896.0,0,032,20,29,53,375744,267875,175641,200639,154615,55,26,9,48.4263093,-4.3074515,0.16648894920511825,0.00023952478283086357,Large,Yes,729.0,625.0,0.1664,490.16939295177673,"(300000, 600000]",High
C,133725.0,160641.0,0,123,11,15,84,77440,61023,37124,48460,32319,40,30,2,44.921092,2.435655,-0.16755373783778738,0.0009297520661157025,Medium,No,33432.0,40160.0,-0.16752988047808764,438.7966892110225,"(0, 300000]",Low
B,149938.0,235004.0,0,004,20,59,32,1521660,1042779,655674,714534,628196,122,17,17,50.55176,2.91458,-0.3619768174158738,0.0001025196167343559,Huge,No,37485.0,58751.0,-0.36196830692243537,191.97686642815864,"(1500000, 1800000]",High
B,209767.0,194441.0,0,254,11,58,27,28894,23407,14185,19685,9464,10,3,0,47.413996,2.931981,0.07882082482603978,0.00044992039869869177,Small,No,52442.0,48610.0,0.07883151614894054,167.5246061498926,"(0, 300000]",Low
C,7797.0,5497.0,0,408,11,74,84,13486,10219,6267,20053,7850,59,13,21,45.9394594,6.888753,0.41841004184100417,0.00689604033812843,Tiny,Yes,0.0,0.0,0.0,472.5850917960579,"(0, 300000]",Low
C,13668.0,11419.0,0,002,20,69,84,2308818,1598413,1010763,1122933,1056227,329,39,45,45.9816414,4.5069346,0.19695244767492776,0.0001788794092908146,Huge,Yes,0.0,0.0,0.0,360.0341372713097,"(2100000, 2400000]",High
C,72793.0,71847.0,0,001,20,77,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.810588,2.954783,0.013166868484418278,0.00021980014358757567,Huge,No,0.0,0.0,0.0,45.90709682692922,"(12900000, 13200000]",High
C,17339.0,19951.0,0,170,20,57,44,52298,40877,23201,30163,18646,9,8,2,48.8096475,7.0087859,-0.130920755851837,0.00036330261195456805,Medium,No,0.0,0.0,0.0,342.18811807545427,"(0, 300000]",Low
C,47726.0,58107.0,0,078,20,60,32,141752,103104,62276,68844,57224,20,7,1,49.4760722,2.8830021,-0.17865317431634742,0.00019752807720525988,Medium,No,0.0,0.0,0.0,78.66732364216782,"(0, 300000]",Low
C,22517.0,12858.0,0,019,20,37,24,522597,377061,244387,276078,214496,152,37,11,47.3652695,0.8599885,0.7512054751905428,0.00038270407216267984,Large,Yes,0.0,0.0,0.0,199.57720918259363,"(300000, 600000]",High
C,4261.0,3792.0,0,182,20,41,24,46778,36398,21707,26254,17365,7,4,2,47.8919172,1.211813,0.12368143459915612,0.0002779084184873231,Small,No,0.0,0.0,0.0,136.41008764325744,"(0, 300000]",Low
B,194880.0,212014.0,0,001,12,78,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.7590575,2.192119,-0.08081541784976463,0.00021980014358757567,Huge,No,0.0,0.0,0.0,15.814467897800744,"(12900000, 13200000]",High
C,9463.0,7487.0,0,122,20,58,27,76580,59628,37207,44330,30695,15,7,3,46.7283203,3.1720842,0.26392413516762386,0.0003264559937320449,Medium,Yes,0.0,0.0,0.0,245.8843851680016,"(0, 300000]",Low
C,26119.0,10586.0,0,081,20,82,76,141847,105296,61874,70865,55335,22,14,2,44.0919078,1.4448012,1.4673153221235595,0.00026789428045711225,Medium,Yes,0.0,0.0,0.0,535.2595500291333,"(0, 300000]",Low
B,552133.0,495465.0,0,144,12,27,28,64164,46279,26543,29477,30070,13,3,1,49.275437,1.224147,0.11437336643355232,0.00026494607568106727,Medium,No,138034.0,123866.0,0.11438167051491127,92.70594281910616,"(0, 300000]",Low
C,1830.0,854.0,0,000,30,19,75,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,45.6412701,1.8264798,1.1428571428571428,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,360.6796973412488,"(4200000, 4500000]",High
C,1688.0,2292.0,0,097,20,58,27,113918,88513,55126,68242,41810,32,6,2,46.8652207,3.3179944,-0.26352530541012215,0.00035112976000280905,Medium,No,0.0,0.0,0.0,234.35334649517145,"(0, 300000]",Low
B,990660.0,1211959.0,0,001,20,77,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.96013551,2.94953688,-0.18259611092454447,0.00021980014358757567,Huge,No,0.0,0.0,0.0,46.214144079432415,"(12900000, 13200000]",High
C,2133.0,7577.0,0,000,30,43,84,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,45.14211,3.7365537,-0.7184901676125115,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,427.58103382134055,"(4200000, 4500000]",High
C,35594.0,57753.0,0,001,20,60,32,13171056,9184054,5642167,6342502,6066757,2555,89,251,49.2827168,1.8180386,-0.38368569598116115,0.00021980014358757567,Huge,No,0.0,0.0,0.0,59.57379023538902,"(12900000, 13200000]",High
B,1029985.0,857814.0,0,357,11,69,84,16680,11667,6787,7307,7593,6,0,0,46.111917,4.729028,0.20070901151065382,0.00035971223021582735,Tiny,Yes,31855.0,26531.0,0.20067091327126757,355.24594396814723,"(0, 300000]",Low
C,368.0,174.0,0,123,20,15,84,77440,61023,37124,48460,32319,40,30,2,44.786038,2.2497669,1.1149425287356323,0.0009297520661157025,Medium,Yes,0.0,0.0,0.0,453.78969905723534,"(0, 300000]",Low
C,42691.0,50164.0,0,004,20,59,32,1521660,1042779,655674,714534,628196,122,17,17,50.5920123,2.961977,-0.14897137389362888,0.0001025196167343559,Huge,No,0.0,0.0,0.0,197.09673683187222,"(1500000, 1800000]",High
B,1306485.0,1116797.0,0,BAL,12,68,44,114451,86327,50053,56472,30027,22,2,3,47.5906094,7.5559882,0.1698500264595983,0.00023590881687359655,Medium,Yes,40406.0,34540.0,0.1698320787492762,411.955433508039,"(0, 300000]",Low
B,210124.0,173850.0,0,366,11,47,75,15487,11891,7067,8435,5503,0,1,1,44.392796,0.314093,0.20865113603681334,0.00012914056950991153,Tiny,Yes,52532.0,43463.0,0.20866023974415018,520.766396285067,"(0, 300000]",Low
C,8233.0,4917.0,0,035,20,80,32,353124,249601,159221,179067,136577,43,22,5,49.9435191,2.5396593,0.6743949562741509,0.00019823064985670757,Large,Yes,0.0,0.0,0.0,120.66739631432411,"(300000, 600000]",High
C,8324.0,23324.0,0,162,11,14,28,54825,41574,25246,30347,21793,13,4,3,49.1505827,0.2271143,-0.6431143886125879,0.000364797081623347,Medium,No,0.0,0.0,0.0,156.8276900860056,"(0, 300000]",Low
B,382657.0,196905.0,0,006,20,33,75,1393764,988605,641451,730509,601777,238,79,68,44.632346,-0.340526,0.9433584723597674,0.00027623040916539674,Huge,Yes,95665.0,49226.0,0.9433835777840979,512.9332984261192,"(1200000, 1500000]",High
C,1145.0,269.0,0,363,12,66,76,15398,12294,7635,12241,4986,7,11,7,42.6034078,2.3907488,3.2565055762081783,0.0016235874788933628,Tiny,Yes,0.0,0.0,0.0,696.4568441640648,"(0, 300000]",Low
A,1483787.0,918186.0,1,052,11,29,53,239789,184476,116819,149548,97529,78,82,18,47.994455,-4.092103,0.6159982835721738,0.0007423192890416158,Large,Yes,370946.0,229546.0,0.615998536241102,483.73524652199563,"(0, 300000]",Low
A,5056324.0,5017072.0,1,029,11,68,44,408968,304955,179702,202903,153319,71,13,8,47.742224,7.342396,0.007823686803777184,0.0002249564758122885,Large,No,1596733.0,1584338.0,0.007823456863371325,390.9291758591271,"(300000, 600000]",High
B,2426142.0,1427232.0,0,001,12,78,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.8056695,2.1683208,0.6998932198829623,0.00021980014358757567,Huge,No,0.0,0.0,0.0,13.85149429848125,"(12900000, 13200000]",High
C,1946.0,2019.0,0,020,20,54,44,508793,360647,239386,269448,206872,62,9,8,48.5050204,6.6592265,-0.03615651312530956,0.00015526943177284277,Large,No,0.0,0.0,0.0,320.05279653578515,"(300000, 600000]",High
C,2054.0,2264.0,0,408,11,74,84,13486,10219,6267,20053,7850,59,13,21,45.9166347,6.8589899,-0.09275618374558305,0.00689604033812843,Tiny,No,0.0,0.0,0.0,472.7739873197559,"(0, 300000]",Low
B,178606.0,158057.0,0,010,20,67,44,864993,617436,386250,431910,380457,204,20,28,48.7279056,7.9102594,0.13001005966202067,0.00029133183736747005,Large,No,44652.0,39515.0,0.13000126534227507,408.69206519207347,"(600000, 900000]",High
C,36375.0,25242.0,0,008,12,44,52,1031953,714965,459881,501124,471335,115,19,40,47.2040872,-1.6603088,0.4410506299025434,0.0001686123302127132,Huge,Yes,0.0,0.0,0.0,349.71540582586266,"(900000, 1200000]",High
C,8.0,715.0,0,077,11,59,32,139250,101555,59415,65410,42557,11,5,0,50.2655833,3.93961,-0.9888111888111888,0.00011490125673249551,Medium,No,0.0,0.0,0.0,193.93750054771937,"(0, 300000]",Low
C,7451.0,5511.0,0,227,20,72,52,33506,25967,15299,18749,14093,5,4,0,48.1221004,0.5724063,0.35202322627472327,0.00026860860741359754,Small,Yes,0.0,0.0,0.0,153.91602282986526,"(0, 300000]",Low
B,1312771.0,1210024.0,0,010,20,67,44,864993,617436,386250,431910,380457,204,20,28,48.7444606,7.3620802,0.08491319180446008,0.00029133183736747005,Large,No,328193.0,302506.0,0.08491401823434908,368.4626678892873,"(600000, 900000]",High
C,281.0,119.0,0,000,30,66,76,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,42.5416979,2.2630177,1.361344537815126,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,703.3255815919476,"(4200000, 4500000]",High
B,172283.0,181429.0,0,320,11,42,84,20497,15502,9142,10479,7780,4,1,0,45.744156,4.230573,-0.05041090454117037,0.00024393813728838367,Small,No,43071.0,45357.0,-0.05040015874065745,375.4903284549508,"(0, 300000]",Low
C,2807.0,1134.0,0,363,20,66,76,15398,12294,7635,12241,4986,7,11,7,42.55472,2.2719309,1.4753086419753085,0.0016235874788933628,Tiny,Yes,0.0,0.0,0.0,701.8726081075605,"(0, 300000]",Low
C,46371.0,11962.0,0,006,20,33,75,1393764,988605,641451,730509,601777,238,79,68,44.8978327,-0.4939737,2.876525664604581,0.00027623040916539674,Huge,Yes,0.0,0.0,0.0,490.7597192153493,"(1200000, 1500000]",High
C,2661.0,470.0,0,115,20,43,84,82583,63043,38592,49145,34511,30,14,5,44.9696648,3.6500424,4.6617021276595745,0.0005933424554690433,Medium,Yes,0.0,0.0,0.0,444.6975303947541,"(0, 300000]",Low
C,67611.0,73530.0,0,010,20,67,44,864993,617436,386250,431910,380457,204,20,28,48.6447732,7.721389,-0.08049775601795185,0.00029133183736747005,Large,No,0.0,0.0,0.0,395.6717820700468,"(600000, 900000]",High
C,661.0,783.0,0,064,20,18,24,173033,132985,81202,95513,70372,28,10,2,46.9351795,2.275014,-0.1558109833971903,0.00023116977686337287,Medium,No,0.0,0.0,0.0,214.81558866889617,"(0, 300000]",Low
B,308723.0,387979.0,0,001,20,78,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.94336,1.54191,-0.20427909758002366,0.00021980014358757567,Huge,No,0.0,0.0,0.0,58.4696407471889,"(12900000, 13200000]",High
