UIC;Gare;Service Wifi
571802;La Chapelle-sur-Loire;Non
751271;La Brillanne-Oraison;Non
592501;La Coquille;Non
751784;La Ciotat;Non
641043;Lapeyrouse;Non
734319;Langeac;Non
393280;Les Essarts-le-Roi;Non
721704;Les Flachères;Non
682526;Ponthierry-Pringy;Non
592428;Peyrilhac-St-Jouvent;Non
141556;Pierreville;Non
391532;Vanves-Malakoff;Non
574558;Vendôme;Non
594606;Varetz;Non
381822;Thun-le-Paradis;Non
141044;Toul;Non
775106;Uchaud;Non
474569;St-Pol-de-Léon;Non
571554;St-Paterne;Non
594408;Terrasson-Lavilledieu;Non
765438;St-Saturnin-d'Avignon;Non
313882;TGV Haute-Picardie;Oui
474312;St-Thégonnec;Non
182568;Thann;Non
713339;Villers-les-Pots;Non
725820;Vonnas;Non
734244;Brassac-les-Mines-Ste-Florine;Non
712265;Bretigny-Norges;Non
471102;Breteil;Non
444380;Blonville-sur-Mer-Benerville;Non
296269;Bohain;Non
297291;Barenton-Bugny;Non
726778;Bas-Monistrol;Non
175042;Bar-le-Duc;Non
342246;Aubigny-en-Artois;Non
345447;Aubigny-au-Bac;Non
683680;Arcy-sur-Cure;Non
734251;Arvant;Non
734111;Aubiat;Non
317248;Blangy-sur-Ternoise;Non
594747;Bétaille;Non
444299;Bernay;Non
696336;Bessay;Non
334490;Cesson-Sévigné-Halte;Non
382499;Cergy-St-Christophe;Oui
316067;Buire-sur-l'Ancre;Non
582684;Cadaujac;Non
319012;Aix-en-Provence-TGV;Oui
615187;Alet-les-Bains;Non
484048;Angers-Maître-École;Non
191643;Apach (Moselle);Non
745497;Annemasse;Non
317255;Anvin;Non
611517;L'Hospitalet-près-l'Andorre;Non
615112;Lézignan (Aude);Non
783514;Les Salelles;Non
213256;Niederbronn-les-Bains;Non
396028;Neuville-sur-Sarthe;Non
712182;Neuilly-lès-Dijon;Non
575167;Nerpuy;Non
694182;Marmagne-sous-Creusot;Non
611194;Marignac-St-Béat;Non
722025;Lyon-Perrache-Voyageurs;Oui
583823;Luxé;Non
316406;Montreuil-sur-Thérain;Non
471078;Montfort-sur-Meu;Non
413724;Montivilliers;Non
478537;Montsûrs;Non
393611;Longjumeau;Non
447219;Lison;Non
271577;Nanteuil-le-Haudouin;Non
214643;Mullerhof;Non
116095;Nangis;Non
478545;Neau;Non
672725;Oloron-Ste-Marie;Non
734509;Noirétable;Non
192435;Onville;Non
271585;Ormoy-Villers;Non
743534;Oyonnax;Non
462085;Chamonix-Aiguille du Midi;Non
741231;Chamousset;Non
721829;Chamelet;Non
381897;Conflans-Ste-Honorine;Oui
615203;Couiza-Montazels;Non
721225;Collonges-Fontaines;Non
725713;Crêches-sur-Saône;Non
723502;Crépieux-la-Pape;Non
613232;Cransac;Non
753491;Croix-Sainte;Non
271874;Crouy;Non
476770;Drefféac;Non
732404;Gannat;Non
718577;Gilley;Non
697300;Épinay-Villetaneuse TT;Non
276022;Enghien-les-Bains;Oui
276055;Ermont-Eaubonne;Oui
116327;Esbly;Non
611616;Foix;Non
181131;Graffenwald;Non
613059;Gramat;Non
116665;Mareuil-sur-Ourcq;Non
775064;Manduel-Redessan;Non
725689;Mâcon-Ville;Non
765412;Montfavet;Non
696328;Moulins-sur-Allier;Oui
116244;Mortcerf;Non
595207;Marsac (Dordogne);Non
471227;Massérac;Non
611814;Mérenvielle;Non
783605;Mende;Non
683557;Monéteau-Gurgy;Non
597674;Montaigut;Non
681346;Orangis-Bois-de-l'Épine;Non
393447;Orgérus-Béhoust;Non
113746;Nogent-Le Perreux;Oui
615732;Naucelle;Non
116632;Lizy-sur-Ourcq;Non
113217;Noisy-le-Sec;Oui
734194;Parent-Coudes-Champeix;Non
296145;Origny-en-Thiérache;Non
781062;Port-la-Nouvelle;Non
415661;Pont-de-l'Arche;Non
343319;Raismes (Nord);Non
753426;Rassuen;Non
611954;Route-de-Launaguet;Non
615351;Roquesérière;Non
672741;St-Christau-Lurbe;Non
775072;St-Césaire;Non
476648;Ste-Anne;Non
381012;Péreire-Levallois;Non
313106;Picquigny;Non
295543;Sous-le-Bois;Non
345405;Sin-le-Noble;Non
182600;St-Amarin;Non
271163;Pierrefitte-Stains;Oui
682187;Savigny-le-Temple-Nandy;Non
783365;Sévérac-le-Château;Non
444315;Serquigny;Non
411470;Serqueux;Non
713628;Saulon;Non
784520;St-Féliu-d'Avall;Non
481242;Bourgneuf-en-Retz;Non
611822;Brax-Léguevin;Non
474007;Brest;Oui
481200;Bouaye;Non
382002;Bécon-les-Bruyères;Non
191601;Basse-Ham;Non
574160;Beaugency;Non
713545;Beaune;Non
208553;Casino-Lacroix-Laval;Non
581595;Cenon;Non
415158;Auffay;Non
765735;Carpentras;Non
611061;Carbonne;Non
747451;Brignoud;Non
317180;Brimeux;Non
473074;Broons;Non
487280;Cerizay;Non
715391;La Chaumusse-Fort-du-Plasne;Non
381871;La Frette-Montigny;Non
113803;Les Yvris-Noisy-le-Grand;Non
576181;Les Quatre-Roues;Non
746834;Les Tines;Non
673459;Guéthary;Non
313676;Laboissière-le-Déluge;Non
543140;Lamotte-Beuvron;Non
611947;Lalande-Église;Non
592634;L'Aiguille;Non
473108;Lamballe;Non
381798;Le Val-d'Argenteuil;Oui
328021;Les Cauquillous;Non
471516;Les Lacs;Non
583427;La Rochefoucauld;Non
473124;La Méaugon;Non
334508;La Poterie;Non
611483;Latour-de-Carol-Enveitg;Non
641274;Laqueuille;Non
712323;Lantenay;Non
545160;Lardy;Non
212167;Hochfelden;Non
182204;Illfurth;Non
213447;Hoffen;Non
757583;Théoule-sur-Mer;Non
343400;Trith-St-Léger;Non
615245;Tessonnières;Non
595124;Thiviers;Non
328195;Thésée;Non
276634;Taverny;Non
641423;Volvic;Non
682112;Yerres;Non
582536;Ychoux;Non
281444;St-Omer (Pas-de-Calais);Non
353599;St-Martin-du-Touch;Non
759316;St-Joseph-Le Castellas;Non
592287;St-Germain-les-Belles;Non
673269;St-Geours-de-Maremne;Non
576165;Villeherviers;Non
761726;Vinay;Non
571216;Vendôme-Villiers-sur-Loir;Oui
775114;Vergèze-Codognan;Non
597633;Vieilleville;Non
584177;Vélines;Non
