Code géographique;Libellé géographique;Aire d'attraction des villes 2020;Libellé aire d'attraction des villes 2020;Catégorie commune dans aire d'attraction des villes 2020;Département;Région
30230;Saint-André-de-Roquepertuis;185;Bagnols-sur-Cèze;20;30;76
30231;Saint-André-de-Valborgne;000;Commune hors attraction des villes;30;30;76
30232;Saint-André-d'Olérargues;185;Bagnols-sur-Cèze;20;30;76
30233;Saint-Bauzély;037;Nîmes;20;30;76
30234;Saint-Bénézet;037;Nîmes;20;30;76
30235;Saint-Bonnet-du-Gard;037;Nîmes;20;30;76
30236;Saint-Bonnet-de-Salendrinque;000;Commune hors attraction des villes;30;30;76
30237;Saint-Brès;089;Alès;20;30;76
30238;Saint-Bresson;467;Le Vigan;20;30;76
30239;Sainte-Cécile-d'Andorge;089;Alès;20;30;76
30240;Saint-Césaire-de-Gauzignan;037;Nîmes;20;30;76
30241;Saint-Chaptes;037;Nîmes;20;30;76
30242;Saint-Christol-de-Rodières;185;Bagnols-sur-Cèze;20;30;76
30243;Saint-Christol-lez-Alès;089;Alès;20;30;76
30244;Saint-Clément;012;Montpellier;20;30;76
30245;Saint-Côme-et-Maruéjols;037;Nîmes;20;30;76
30246;Sainte-Croix-de-Caderle;000;Commune hors attraction des villes;30;30;76
30247;Saint-Denis;089;Alès;20;30;76
30248;Saint-Dézéry;037;Nîmes;20;30;76
30249;Saint-Dionisy;037;Nîmes;20;30;76
30250;Saint-Étienne-de-l'Olm;089;Alès;20;30;76
30251;Saint-Étienne-des-Sorts;185;Bagnols-sur-Cèze;20;30;76
30252;Saint-Félix-de-Pallières;089;Alès;20;30;76
30253;Saint-Florent-sur-Auzonnet;089;Alès;20;30;76
30254;Saint-Geniès-de-Comolas;040;Avignon;20;30;76
30255;Saint-Geniès-de-Malgoirès;037;Nîmes;20;30;76
30256;Saint-Gervais;185;Bagnols-sur-Cèze;20;30;76
30257;Saint-Gervasy;037;Nîmes;20;30;76
30258;Saint-Gilles;037;Nîmes;20;30;76
30259;Saint-Hilaire-de-Brethmas;089;Alès;20;30;76
30260;Saint-Hilaire-d'Ozilhan;000;Commune hors attraction des villes;30;30;76
30261;Saint-Hippolyte-de-Caton;089;Alès;20;30;76
30262;Saint-Hippolyte-de-Montaigu;325;Uzès;20;30;76
30263;Saint-Hippolyte-du-Fort;000;Commune hors attraction des villes;30;30;76
30264;Saint-Jean-de-Ceyrargues;037;Nîmes;20;30;76
30265;Saint-Jean-de-Crieulon;000;Commune hors attraction des villes;30;30;76
30266;Saint-Jean-de-Maruéjols-et-Avéjan;000;Commune hors attraction des villes;30;30;76
30267;Saint-Jean-de-Serres;089;Alès;20;30;76
30268;Saint-Jean-de-Valériscle;089;Alès;20;30;76
30269;Saint-Jean-du-Gard;000;Commune hors attraction des villes;30;30;76
30270;Saint-Jean-du-Pin;089;Alès;20;30;76
30271;Saint-Julien-de-Cassagnas;089;Alès;20;30;76
30272;Saint-Julien-de-la-Nef;000;Commune hors attraction des villes;30;30;76
30273;Saint-Julien-de-Peyrolas;376;Pont-Saint-Esprit;20;30;76
30274;Saint-Julien-les-Rosiers;089;Alès;20;30;76
30275;Saint-Just-et-Vacquières;089;Alès;20;30;76
30276;Saint-Laurent-d'Aigouze;316;Le Grau-du-Roi;20;30;76
30277;Saint-Laurent-de-Carnols;185;Bagnols-sur-Cèze;20;30;76
30278;Saint-Laurent-des-Arbres;040;Avignon;20;30;76
30279;Saint-Laurent-la-Vernède;000;Commune hors attraction des villes;30;30;76
30280;Saint-Laurent-le-Minier;000;Commune hors attraction des villes;30;30;76
30281;Saint-Mamert-du-Gard;037;Nîmes;20;30;76
30282;Saint-Marcel-de-Careiret;185;Bagnols-sur-Cèze;20;30;76
30283;Saint-Martial;000;Commune hors attraction des villes;30;30;76
30284;Saint-Martin-de-Valgalgues;089;Alès;20;30;76
30285;Saint-Maurice-de-Cazevieille;037;Nîmes;20;30;76
30286;Saint-Maximin;037;Nîmes;20;30;76
30287;Saint-Michel-d'Euzet;185;Bagnols-sur-Cèze;20;30;76
30288;Saint-Nazaire;185;Bagnols-sur-Cèze;20;30;76
30289;Saint-Nazaire-des-Gardies;000;Commune hors attraction des villes;30;30;76
30290;Saint-Paulet-de-Caisson;376;Pont-Saint-Esprit;20;30;76
30291;Saint-Paul-la-Coste;089;Alès;20;30;76
30292;Saint-Pons-la-Calm;185;Bagnols-sur-Cèze;20;30;76
30293;Saint-Privat-de-Champclos;000;Commune hors attraction des villes;30;30;76
30294;Saint-Privat-des-Vieux;089;Alès;20;30;76
30295;Saint-Quentin-la-Poterie;325;Uzès;20;30;76
30296;Saint-Roman-de-Codières;000;Commune hors attraction des villes;30;30;76
30297;Saint-Sauveur-Camprieu;000;Commune hors attraction des villes;30;30;76
30298;Saint-Sébastien-d'Aigrefeuille;089;Alès;20;30;76
30299;Saint-Siffret;325;Uzès;20;30;76
30300;Saint-Théodorit;000;Commune hors attraction des villes;30;30;76
30301;Saint-Victor-des-Oules;325;Uzès;20;30;76
30302;Saint-Victor-la-Coste;040;Avignon;20;30;76
30303;Saint-Victor-de-Malcap;000;Commune hors attraction des villes;30;30;76
30304;Salazac;185;Bagnols-sur-Cèze;20;30;76
30305;Salindres;089;Alès;20;30;76
30306;Salinelles;012;Montpellier;20;30;76
30307;Les Salles-du-Gardon;089;Alès;20;30;76
30308;Sanilhac-Sagriès;037;Nîmes;20;30;76
30309;Sardan;012;Montpellier;20;30;76
30310;Saumane;000;Commune hors attraction des villes;30;30;76
30311;Sauve;000;Commune hors attraction des villes;30;30;76
30312;Sauveterre;040;Avignon;20;30;76
30313;Sauzet;037;Nîmes;20;30;76
30314;Savignargues;037;Nîmes;20;30;76
30315;Saze;040;Avignon;20;30;76
30316;Sénéchas;000;Commune hors attraction des villes;30;30;76
30317;Sernhac;037;Nîmes;20;30;76
30318;Servas;089;Alès;20;30;76
30319;Serviers-et-Labaume;325;Uzès;20;30;76
30320;Seynes;089;Alès;20;30;76
30321;Sommières;628;Sommières;11;30;76
30322;Soudorgues;000;Commune hors attraction des villes;30;30;76
30323;Soustelle;089;Alès;20;30;76
30324;Souvignargues;037;Nîmes;20;30;76
30325;Sumène;000;Commune hors attraction des villes;30;30;76
30326;Tavel;040;Avignon;20;30;76
30327;Tharaux;000;Commune hors attraction des villes;30;30;76
30328;Théziers;040;Avignon;20;30;76
30329;Thoiras;000;Commune hors attraction des villes;30;30;76
30330;Tornac;089;Alès;20;30;76
30331;Tresques;185;Bagnols-sur-Cèze;20;30;76
30332;Trèves;000;Commune hors attraction des villes;30;30;76
30333;Uchaud;037;Nîmes;20;30;76
30334;Uzès;325;Uzès;11;30;76
30335;Vabres;000;Commune hors attraction des villes;30;30;76
30336;Vallabrègues;040;Avignon;20;30;76
30337;Vallabrix;325;Uzès;20;30;76
30338;Vallérargues;325;Uzès;20;30;76
30339;Val-d'Aigoual;000;Commune hors attraction des villes;30;30;76
30340;Valliguières;000;Commune hors attraction des villes;30;30;76
30341;Vauvert;037;Nîmes;20;30;76
30342;Vénéjan;185;Bagnols-sur-Cèze;20;30;76
30343;Verfeuil;185;Bagnols-sur-Cèze;20;30;76
30344;Vergèze;037;Nîmes;20;30;76
30345;La Vernarède;089;Alès;20;30;76
30346;Vers-Pont-du-Gard;000;Commune hors attraction des villes;30;30;76
30347;Vestric-et-Candiac;037;Nîmes;20;30;76
30348;Vézénobres;089;Alès;20;30;76
30349;Vic-le-Fesq;037;Nîmes;20;30;76
30350;Le Vigan;467;Le Vigan;11;30;76
30351;Villeneuve-lès-Avignon;040;Avignon;12;30;76
30352;Villevieille;012;Montpellier;20;30;76
30353;Vissec;000;Commune hors attraction des villes;30;30;76
30354;Montagnac;037;Nîmes;20;30;76
30355;Saint-Paul-les-Fonts;185;Bagnols-sur-Cèze;20;30;76
30356;Rodilhan;037;Nîmes;20;30;76
31001;Agassac;000;Commune hors attraction des villes;30;31;76
31002;Aignes;005;Toulouse;20;31;76
31003;Aigrefeuille;005;Toulouse;20;31;76
31004;Ayguesvives;005;Toulouse;20;31;76
31005;Alan;000;Commune hors attraction des villes;30;31;76
31006;Albiac;005;Toulouse;20;31;76
31007;Ambax;000;Commune hors attraction des villes;30;31;76
31008;Anan;000;Commune hors attraction des villes;30;31;76
31009;Antichan-de-Frontignes;195;Saint-Gaudens;20;31;76
31010;Antignac;529;Bagnères-de-Luchon;20;31;76
31011;Arbas;000;Commune hors attraction des villes;30;31;76
31012;Arbon;195;Saint-Gaudens;20;31;76
31013;Ardiège;195;Saint-Gaudens;20;31;76
31014;Arguenos;195;Saint-Gaudens;20;31;76
31015;Argut-Dessous;000;Commune hors attraction des villes;30;31;76
31017;Arlos;000;Commune hors attraction des villes;30;31;76
31018;Arnaud-Guilhem;195;Saint-Gaudens;20;31;76
31019;Artigue;529;Bagnères-de-Luchon;20;31;76
31020;Aspet;195;Saint-Gaudens;20;31;76
31021;Aspret-Sarrat;195;Saint-Gaudens;20;31;76
31022;Aucamville;005;Toulouse;12;31;76
31023;Aulon;195;Saint-Gaudens;20;31;76
31024;Auragne;005;Toulouse;20;31;76
31025;Aureville;005;Toulouse;20;31;76
31026;Auriac-sur-Vendinelle;005;Toulouse;20;31;76
31027;Auribail;005;Toulouse;20;31;76
31028;Aurignac;000;Commune hors attraction des villes;30;31;76
31029;Aurin;005;Toulouse;20;31;76
31030;Ausseing;005;Toulouse;20;31;76
31031;Ausson;195;Saint-Gaudens;20;31;76
31032;Aussonne;005;Toulouse;20;31;76
31033;Auterive;005;Toulouse;20;31;76
31034;Auzas;000;Commune hors attraction des villes;30;31;76
31035;Auzeville-Tolosane;005;Toulouse;20;31;76
31036;Auzielle;005;Toulouse;20;31;76
31037;Avignonet-Lauragais;005;Toulouse;20;31;76
31038;Azas;005;Toulouse;20;31;76
31039;Bachas;005;Toulouse;20;31;76
31040;Bachos;000;Commune hors attraction des villes;30;31;76
31041;Bagiry;195;Saint-Gaudens;20;31;76
31042;Bagnères-de-Luchon;529;Bagnères-de-Luchon;11;31;76
31043;Balesta;000;Commune hors attraction des villes;30;31;76
31044;Balma;005;Toulouse;12;31;76
31045;Barbazan;195;Saint-Gaudens;20;31;76
31046;Baren;529;Bagnères-de-Luchon;20;31;76
31047;Bax;005;Toulouse;20;31;76
31048;Baziège;005;Toulouse;20;31;76
31049;Bazus;005;Toulouse;20;31;76
31050;Beauchalot;195;Saint-Gaudens;20;31;76
31051;Beaufort;005;Toulouse;20;31;76
31052;Beaumont-sur-Lèze;005;Toulouse;20;31;76
31053;Beaupuy;005;Toulouse;20;31;76
31054;Beauteville;005;Toulouse;20;31;76
31055;Beauville;005;Toulouse;20;31;76
31056;Beauzelle;005;Toulouse;12;31;76
31057;Belberaud;005;Toulouse;20;31;76
31058;Belbèze-de-Lauragais;005;Toulouse;20;31;76
31059;Belbèze-en-Comminges;005;Toulouse;20;31;76
31060;Bélesta-en-Lauragais;005;Toulouse;20;31;76
31061;Bellegarde-Sainte-Marie;005;Toulouse;20;31;76
31062;Bellesserre;005;Toulouse;20;31;76
31063;Benque;005;Toulouse;20;31;76
31064;Benque-Dessous-et-Dessus;529;Bagnères-de-Luchon;20;31;76
31065;Bérat;005;Toulouse;20;31;76
31066;Bessières;005;Toulouse;20;31;76
31067;Bezins-Garraux;000;Commune hors attraction des villes;30;31;76
31068;Billière;529;Bagnères-de-Luchon;20;31;76
31069;Blagnac;005;Toulouse;12;31;76
31070;Blajan;000;Commune hors attraction des villes;30;31;76
31071;Bois-de-la-Pierre;005;Toulouse;20;31;76
31072;Boissède;005;Toulouse;20;31;76
31073;Bondigoux;005;Toulouse;20;31;76
31074;Bonrepos-Riquet;005;Toulouse;20;31;76
31075;Bonrepos-sur-Aussonnelle;005;Toulouse;20;31;76
31076;Bordes-de-Rivière;195;Saint-Gaudens;20;31;76
31077;Le Born;005;Toulouse;20;31;76
31078;Boudrac;000;Commune hors attraction des villes;30;31;76
31079;Bouloc;005;Toulouse;20;31;76
31080;Boulogne-sur-Gesse;000;Commune hors attraction des villes;30;31;76
31081;Bourg-d'Oueil;529;Bagnères-de-Luchon;20;31;76
31082;Bourg-Saint-Bernard;005;Toulouse;20;31;76
31083;Boussan;005;Toulouse;20;31;76
31084;Boussens;000;Commune hors attraction des villes;30;31;76
31085;Boutx;000;Commune hors attraction des villes;30;31;76
31086;Bouzin;000;Commune hors attraction des villes;30;31;76
31087;Bragayrac;005;Toulouse;20;31;76
31088;Brax;005;Toulouse;20;31;76
31089;Bretx;005;Toulouse;20;31;76
31090;Brignemont;005;Toulouse;20;31;76
31091;Bruguières;005;Toulouse;20;31;76
31092;Burgalays;529;Bagnères-de-Luchon;20;31;76
31093;Le Burgaud;005;Toulouse;20;31;76
31094;Buzet-sur-Tarn;005;Toulouse;20;31;76
31095;Cabanac-Cazaux;195;Saint-Gaudens;20;31;76
31096;Cabanac-Séguenville;005;Toulouse;20;31;76
31097;Le Cabanial;005;Toulouse;20;31;76
31098;Cadours;005;Toulouse;20;31;76
31099;Caignac;005;Toulouse;20;31;76
31100;Calmont;005;Toulouse;20;31;76
31101;Cambernard;005;Toulouse;20;31;76
31102;Cambiac;005;Toulouse;20;31;76
31103;Canens;005;Toulouse;20;31;76
31104;Capens;005;Toulouse;20;31;76
31105;Caragoudes;005;Toulouse;20;31;76
31106;Caraman;005;Toulouse;20;31;76
31107;Carbonne;005;Toulouse;20;31;76
31108;Cardeilhac;195;Saint-Gaudens;20;31;76
31109;Cassagnabère-Tournas;000;Commune hors attraction des villes;30;31;76
31110;Cassagne;000;Commune hors attraction des villes;30;31;76
31111;Castagnac;005;Toulouse;20;31;76
31112;Castagnède;000;Commune hors attraction des villes;30;31;76
31113;Castanet-Tolosan;005;Toulouse;20;31;76
31114;Castelbiague;000;Commune hors attraction des villes;30;31;76
31115;Castelgaillard;000;Commune hors attraction des villes;30;31;76
31116;Castelginest;005;Toulouse;12;31;76
31117;Castelmaurou;005;Toulouse;20;31;76
31118;Castelnau-d'Estrétefonds;005;Toulouse;20;31;76
31119;Castelnau-Picampeau;005;Toulouse;20;31;76
31120;Le Castéra;005;Toulouse;20;31;76
31121;Castéra-Vignoles;000;Commune hors attraction des villes;30;31;76
31122;Casties-Labrande;005;Toulouse;20;31;76
31123;Castillon-de-Larboust;529;Bagnères-de-Luchon;20;31;76
31124;Castillon-de-Saint-Martory;195;Saint-Gaudens;20;31;76
31125;Cathervielle;529;Bagnères-de-Luchon;20;31;76
31126;Caubiac;005;Toulouse;20;31;76
31127;Caubous;529;Bagnères-de-Luchon;20;31;76
31128;Caujac;005;Toulouse;20;31;76
31129;Cazarilh-Laspènes;529;Bagnères-de-Luchon;20;31;76
31130;Cazaril-Tambourès;312;Lannemezan;20;31;76
31131;Cazaunous;000;Commune hors attraction des villes;30;31;76
31132;Cazaux-Layrisse;529;Bagnères-de-Luchon;20;31;76
31133;Cazeaux-de-Larboust;529;Bagnères-de-Luchon;20;31;76
31134;Cazeneuve-Montaut;195;Saint-Gaudens;20;31;76
31135;Cazères;005;Toulouse;20;31;76
31136;Cépet;005;Toulouse;20;31;76
31137;Cessales;005;Toulouse;20;31;76
31138;Charlas;195;Saint-Gaudens;20;31;76
31139;Chaum;529;Bagnères-de-Luchon;20;31;76
31140;Chein-Dessus;000;Commune hors attraction des villes;30;31;76
31141;Ciadoux;000;Commune hors attraction des villes;30;31;76
31142;Cier-de-Luchon;529;Bagnères-de-Luchon;20;31;76
31143;Cier-de-Rivière;195;Saint-Gaudens;20;31;76
31144;Cierp-Gaud;529;Bagnères-de-Luchon;20;31;76
31145;Cintegabelle;005;Toulouse;20;31;76
31146;Cirès;529;Bagnères-de-Luchon;20;31;76
31147;Clarac;195;Saint-Gaudens;20;31;76
31148;Clermont-le-Fort;005;Toulouse;20;31;76
31149;Colomiers;005;Toulouse;12;31;76
31150;Cornebarrieu;005;Toulouse;20;31;76
31151;Corronsac;005;Toulouse;20;31;76
31152;Coueilles;000;Commune hors attraction des villes;30;31;76
31153;Couladère;005;Toulouse;20;31;76
31155;Couret;195;Saint-Gaudens;20;31;76
31156;Cox;005;Toulouse;20;31;76
31157;Cugnaux;005;Toulouse;12;31;76
31158;Cuguron;195;Saint-Gaudens;20;31;76
31159;Le Cuing;195;Saint-Gaudens;20;31;76
31160;Daux;005;Toulouse;20;31;76
31161;Deyme;005;Toulouse;20;31;76
31162;Donneville;005;Toulouse;20;31;76
31163;Drémil-Lafage;005;Toulouse;20;31;76
31164;Drudas;005;Toulouse;20;31;76
31165;Eaunes;005;Toulouse;20;31;76
31166;Empeaux;005;Toulouse;20;31;76
31167;Encausse-les-Thermes;195;Saint-Gaudens;20;31;76
31168;Eoux;000;Commune hors attraction des villes;30;31;76
31169;Escalquens;005;Toulouse;20;31;76
31170;Escanecrabe;000;Commune hors attraction des villes;30;31;76
31171;Espanès;005;Toulouse;20;31;76
31172;Esparron;000;Commune hors attraction des villes;30;31;76
31173;Esperce;005;Toulouse;20;31;76
31174;Estadens;195;Saint-Gaudens;20;31;76
31175;Estancarbon;195;Saint-Gaudens;20;31;76
31176;Esténos;529;Bagnères-de-Luchon;20;31;76
31177;Eup;529;Bagnères-de-Luchon;20;31;76
31178;Fabas;000;Commune hors attraction des villes;30;31;76
31179;Le Faget;005;Toulouse;20;31;76
31180;Falga;005;Toulouse;20;31;76
31181;Le Fauga;005;Toulouse;20;31;76
31182;Fenouillet;005;Toulouse;20;31;76
31183;Figarol;195;Saint-Gaudens;20;31;76
31184;Flourens;005;Toulouse;20;31;76
31185;Folcarde;005;Toulouse;20;31;76
31186;Fonbeauzard;005;Toulouse;12;31;76
31187;Fonsorbes;005;Toulouse;20;31;76
31188;Fontenilles;005;Toulouse;20;31;76
31189;Forgues;005;Toulouse;20;31;76
31190;Fos;000;Commune hors attraction des villes;30;31;76
31191;Fougaron;000;Commune hors attraction des villes;30;31;76
31192;Fourquevaux;005;Toulouse;20;31;76
31193;Le Fousseret;005;Toulouse;20;31;76
31194;Francarville;005;Toulouse;20;31;76
31195;Francazal;284;Saint-Girons;20;31;76
31196;Francon;005;Toulouse;20;31;76
31197;Franquevielle;195;Saint-Gaudens;20;31;76
31198;Le Fréchet;000;Commune hors attraction des villes;30;31;76
31199;Fronsac;529;Bagnères-de-Luchon;20;31;76
31200;Frontignan-de-Comminges;529;Bagnères-de-Luchon;20;31;76
31201;Frontignan-Savès;005;Toulouse;20;31;76
31202;Fronton;005;Toulouse;20;31;76
31203;Frouzins;005;Toulouse;12;31;76
31204;Fustignac;005;Toulouse;20;31;76
31205;Gagnac-sur-Garonne;005;Toulouse;20;31;76
31206;Gaillac-Toulza;005;Toulouse;20;31;76
31207;Galié;000;Commune hors attraction des villes;30;31;76
31208;Ganties;195;Saint-Gaudens;20;31;76
31209;Garac;005;Toulouse;20;31;76
31210;Gardouch;005;Toulouse;20;31;76
31211;Gargas;005;Toulouse;20;31;76
31212;Garidech;005;Toulouse;20;31;76
31213;Garin;529;Bagnères-de-Luchon;20;31;76
31215;Gauré;005;Toulouse;20;31;76
31216;Gémil;005;Toulouse;20;31;76
31217;Génos;000;Commune hors attraction des villes;30;31;76
31218;Gensac-de-Boulogne;000;Commune hors attraction des villes;30;31;76
31219;Gensac-sur-Garonne;005;Toulouse;20;31;76
31220;Gibel;005;Toulouse;20;31;76
31221;Gouaux-de-Larboust;529;Bagnères-de-Luchon;20;31;76
31222;Gouaux-de-Luchon;000;Commune hors attraction des villes;30;31;76
31223;Goudex;000;Commune hors attraction des villes;30;31;76
31224;Gourdan-Polignan;195;Saint-Gaudens;20;31;76
31225;Goutevernisse;005;Toulouse;20;31;76
31226;Gouzens;005;Toulouse;20;31;76
31227;Goyrans;005;Toulouse;20;31;76
31228;Gragnague;005;Toulouse;20;31;76
31229;Gratens;005;Toulouse;20;31;76
31230;Gratentour;005;Toulouse;20;31;76
31231;Grazac;005;Toulouse;20;31;76
31232;Grenade;005;Toulouse;20;31;76
31233;Grépiac;005;Toulouse;20;31;76
31234;Le Grès;005;Toulouse;20;31;76
31235;Guran;529;Bagnères-de-Luchon;20;31;76
31236;Herran;000;Commune hors attraction des villes;30;31;76
31237;His;284;Saint-Girons;20;31;76
31238;Huos;195;Saint-Gaudens;20;31;76
31239;L'Isle-en-Dodon;000;Commune hors attraction des villes;30;31;76
31240;Issus;005;Toulouse;20;31;76
31241;Izaut-de-l'Hôtel;195;Saint-Gaudens;20;31;76
31242;Jurvielle;529;Bagnères-de-Luchon;20;31;76
31243;Juzes;005;Toulouse;20;31;76
31244;Juzet-de-Luchon;529;Bagnères-de-Luchon;20;31;76
31245;Juzet-d'Izaut;195;Saint-Gaudens;20;31;76
31246;Labarthe-Inard;195;Saint-Gaudens;20;31;76
31247;Labarthe-Rivière;195;Saint-Gaudens;20;31;76
31248;Labarthe-sur-Lèze;005;Toulouse;20;31;76
31249;Labastide-Beauvoir;005;Toulouse;20;31;76
31250;Labastide-Clermont;005;Toulouse;20;31;76
31251;Labastide-Paumès;000;Commune hors attraction des villes;30;31;76
31252;Labastide-Saint-Sernin;005;Toulouse;20;31;76
31253;Labastidette;005;Toulouse;20;31;76
31254;Labège;005;Toulouse;20;31;76
31255;Labroquère;195;Saint-Gaudens;20;31;76
31256;Labruyère-Dorsa;005;Toulouse;20;31;76
31258;Lacaugne;005;Toulouse;20;31;76
31259;Lacroix-Falgarde;005;Toulouse;20;31;76
31260;Laffite-Toupière;000;Commune hors attraction des villes;30;31;76
31261;Lafitte-Vigordane;005;Toulouse;20;31;76
31262;Lagarde;005;Toulouse;20;31;76
31263;Lagardelle-sur-Lèze;005;Toulouse;20;31;76
31264;Lagrâce-Dieu;005;Toulouse;20;31;76
31265;Lagraulet-Saint-Nicolas;005;Toulouse;20;31;76
31266;Lahage;005;Toulouse;20;31;76
31267;Lahitère;005;Toulouse;20;31;76
31268;Lalouret-Laffiteau;195;Saint-Gaudens;20;31;76
31269;Lamasquère;005;Toulouse;20;31;76
31270;Landorthe;195;Saint-Gaudens;20;31;76
31271;Lanta;005;Toulouse;20;31;76
31272;Lapeyrère;005;Toulouse;20;31;76
31273;Lapeyrouse-Fossat;005;Toulouse;20;31;76
31274;Larcan;195;Saint-Gaudens;20;31;76
31275;Laréole;005;Toulouse;20;31;76
31276;Larroque;000;Commune hors attraction des villes;30;31;76
31277;Lasserre-Pradère;005;Toulouse;20;31;76
31278;Latoue;195;Saint-Gaudens;20;31;76
31279;Latour;000;Commune hors attraction des villes;30;31;76
31280;Latrape;005;Toulouse;20;31;76
31281;Launac;005;Toulouse;20;31;76
31282;Launaguet;005;Toulouse;12;31;76
31283;Lautignac;005;Toulouse;20;31;76
31284;Lauzerville;005;Toulouse;20;31;76
31285;Lavalette;005;Toulouse;20;31;76
31286;Lavelanet-de-Comminges;005;Toulouse;20;31;76
31287;Lavernose-Lacasse;005;Toulouse;20;31;76
31288;Layrac-sur-Tarn;005;Toulouse;20;31;76
31289;Lécussan;312;Lannemezan;20;31;76
31290;Lège;529;Bagnères-de-Luchon;20;31;76
31291;Léguevin;005;Toulouse;20;31;76
31292;Lescuns;005;Toulouse;20;31;76
31293;Lespinasse;005;Toulouse;20;31;76
31294;Lespiteau;195;Saint-Gaudens;20;31;76
31295;Lespugue;195;Saint-Gaudens;20;31;76
31296;Lestelle-de-Saint-Martory;195;Saint-Gaudens;20;31;76
31297;Lévignac;005;Toulouse;20;31;76
31299;Lherm;005;Toulouse;20;31;76
31300;Lieoux;195;Saint-Gaudens;20;31;76
31301;Lilhac;000;Commune hors attraction des villes;30;31;76
31302;Lodes;195;Saint-Gaudens;20;31;76
31303;Longages;005;Toulouse;20;31;76
31304;Loubens-Lauragais;005;Toulouse;20;31;76
31305;Loudet;195;Saint-Gaudens;20;31;76
31306;Lourde;000;Commune hors attraction des villes;30;31;76
31308;Luscan;000;Commune hors attraction des villes;30;31;76
31309;Lussan-Adeilhac;005;Toulouse;20;31;76
31310;Lux;005;Toulouse;20;31;76
31311;La Magdelaine-sur-Tarn;005;Toulouse;20;31;76
31312;Mailholas;005;Toulouse;20;31;76
31313;Malvezie;195;Saint-Gaudens;20;31;76
31314;Mancioux;005;Toulouse;20;31;76
31315;Mane;000;Commune hors attraction des villes;30;31;76
31316;Marignac;529;Bagnères-de-Luchon;20;31;76
31317;Marignac-Lasclares;005;Toulouse;20;31;76
31318;Marignac-Laspeyres;000;Commune hors attraction des villes;30;31;76
31319;Marliac;000;Commune hors attraction des villes;30;31;76
31320;Marquefave;005;Toulouse;20;31;76
31321;Marsoulas;000;Commune hors attraction des villes;30;31;76
31322;Martisserre;000;Commune hors attraction des villes;30;31;76
31323;Martres-de-Rivière;195;Saint-Gaudens;20;31;76
31324;Martres-Tolosane;005;Toulouse;20;31;76
31325;Mascarville;005;Toulouse;20;31;76
31326;Massabrac;005;Toulouse;20;31;76
31327;Mauran;005;Toulouse;20;31;76
31328;Mauremont;005;Toulouse;20;31;76
31329;Maurens;005;Toulouse;20;31;76
31330;Mauressac;005;Toulouse;20;31;76
31331;Maureville;005;Toulouse;20;31;76
31332;Mauvaisin;005;Toulouse;20;31;76
31333;Mauvezin;000;Commune hors attraction des villes;30;31;76
31334;Mauzac;005;Toulouse;20;31;76
31335;Mayrègne;529;Bagnères-de-Luchon;20;31;76
31336;Mazères-sur-Salat;000;Commune hors attraction des villes;30;31;76
31337;Melles;000;Commune hors attraction des villes;30;31;76
31338;Menville;005;Toulouse;20;31;76
31339;Mérenvielle;005;Toulouse;20;31;76
31340;Mervilla;005;Toulouse;20;31;76
31341;Merville;005;Toulouse;20;31;76
31342;Milhas;195;Saint-Gaudens;20;31;76
31343;Mirambeau;000;Commune hors attraction des villes;30;31;76
31344;Miramont-de-Comminges;195;Saint-Gaudens;20;31;76
31345;Miremont;005;Toulouse;20;31;76
31346;Mirepoix-sur-Tarn;005;Toulouse;20;31;76
31347;Molas;005;Toulouse;20;31;76
31348;Moncaup;000;Commune hors attraction des villes;30;31;76
31349;Mondavezan;005;Toulouse;20;31;76
31350;Mondilhan;000;Commune hors attraction des villes;30;31;76
31351;Mondonville;005;Toulouse;20;31;76
31352;Mondouzil;005;Toulouse;20;31;76
31353;Monès;005;Toulouse;20;31;76
31354;Monestrol;005;Toulouse;20;31;76
31355;Mons;005;Toulouse;20;31;76
31356;Montaigut-sur-Save;005;Toulouse;20;31;76
31357;Montastruc-de-Salies;000;Commune hors attraction des villes;30;31;76
31358;Montastruc-la-Conseillère;005;Toulouse;20;31;76
31359;Montastruc-Savès;005;Toulouse;20;31;76
31360;Montauban-de-Luchon;529;Bagnères-de-Luchon;12;31;76
31361;Montaut;005;Toulouse;20;31;76
31362;Montberaud;005;Toulouse;20;31;76
31363;Montbernard;000;Commune hors attraction des villes;30;31;76
31364;Montberon;005;Toulouse;20;31;76
31365;Montbrun-Bocage;000;Commune hors attraction des villes;30;31;76
31366;Montbrun-Lauragais;005;Toulouse;20;31;76
31367;Montclar-de-Comminges;005;Toulouse;20;31;76
31368;Montclar-Lauragais;005;Toulouse;20;31;76
31369;Mont-de-Galié;000;Commune hors attraction des villes;30;31;76
31370;Montégut-Bourjac;005;Toulouse;20;31;76
31371;Montégut-Lauragais;339;Revel;20;31;76
31372;Montespan;195;Saint-Gaudens;20;31;76
31373;Montesquieu-Guittaut;000;Commune hors attraction des villes;30;31;76
31374;Montesquieu-Lauragais;005;Toulouse;20;31;76
31375;Montesquieu-Volvestre;005;Toulouse;20;31;76
31376;Montgaillard-de-Salies;000;Commune hors attraction des villes;30;31;76
31377;Montgaillard-Lauragais;005;Toulouse;20;31;76
31378;Montgaillard-sur-Save;000;Commune hors attraction des villes;30;31;76
31379;Montgazin;005;Toulouse;20;31;76
31380;Montgeard;005;Toulouse;20;31;76
31381;Montgiscard;005;Toulouse;20;31;76
