Code géographique;Libellé géographique;Aire d'attraction des villes 2020;Libellé aire d'attraction des villes 2020;Catégorie commune dans aire d'attraction des villes 2020;Département;Région
02103;Boué;494;Le Nouvion-en-Thiérache;12;02;32
02104;Bouffignereux;036;Reims;20;02;32
02105;Bouresches;001;Paris;20;02;32
02106;Bourg-et-Comin;036;Reims;20;02;32
02107;Bourguignon-sous-Coucy;000;Commune hors attraction des villes;30;02;32
02108;Bourguignon-sous-Montbavin;136;Laon;20;02;32
02109;La Bouteille;308;Hirson;20;02;32
02110;Braine;000;Commune hors attraction des villes;30;02;32
02111;Brancourt-en-Laonnois;000;Commune hors attraction des villes;30;02;32
02112;Brancourt-le-Grand;094;Saint-Quentin;20;02;32
02114;Brasles;209;Château-Thierry;20;02;32
02115;Braye-en-Laonnois;000;Commune hors attraction des villes;30;02;32
02116;Braye-en-Thiérache;562;Vervins;20;02;32
02117;Bray-Saint-Christophe;094;Saint-Quentin;20;02;32
02118;Braye;128;Soissons;20;02;32
02119;Brécy;209;Château-Thierry;20;02;32
02120;Brenelle;128;Soissons;20;02;32
02121;Breny;209;Château-Thierry;20;02;32
02122;Brie;136;Laon;20;02;32
02123;Brissay-Choigny;094;Saint-Quentin;20;02;32
02124;Brissy-Hamégicourt;094;Saint-Quentin;20;02;32
02125;Brumetz;001;Paris;20;02;32
02126;Brunehamel;000;Commune hors attraction des villes;30;02;32
02127;Bruyères-sur-Fère;209;Château-Thierry;20;02;32
02128;Bruyères-et-Montbérault;136;Laon;20;02;32
02129;Bruys;036;Reims;20;02;32
02130;Bucilly;308;Hirson;20;02;32
02131;Bucy-le-Long;128;Soissons;20;02;32
02132;Bucy-lès-Cerny;136;Laon;20;02;32
02133;Bucy-lès-Pierrepont;136;Laon;20;02;32
02134;Buire;308;Hirson;12;02;32
02135;Buironfosse;000;Commune hors attraction des villes;30;02;32
02136;Burelles;000;Commune hors attraction des villes;30;02;32
02137;Bussiares;001;Paris;20;02;32
02138;Buzancy;128;Soissons;20;02;32
02139;Caillouël-Crépigny;273;Chauny;20;02;32
02140;Camelin;000;Commune hors attraction des villes;30;02;32
02141;La Capelle;000;Commune hors attraction des villes;30;02;32
02142;Castres;094;Saint-Quentin;20;02;32
02143;Le Catelet;094;Saint-Quentin;20;02;32
02144;Caulaincourt;094;Saint-Quentin;20;02;32
02145;Caumont;273;Chauny;20;02;32
02146;Celles-lès-Condé;000;Commune hors attraction des villes;30;02;32
02148;Celles-sur-Aisne;128;Soissons;20;02;32
02149;Cerizy;094;Saint-Quentin;20;02;32
02150;Cerny-en-Laonnois;000;Commune hors attraction des villes;30;02;32
02151;Cerny-lès-Bucy;136;Laon;20;02;32
02152;Cerseuil;000;Commune hors attraction des villes;30;02;32
02153;Cessières-Suzy;136;Laon;20;02;32
02154;Chacrise;128;Soissons;20;02;32
02155;Chaillevois;136;Laon;20;02;32
02156;Chalandry;136;Laon;20;02;32
02157;Chambry;136;Laon;20;02;32
02158;Chamouille;136;Laon;20;02;32
02159;Champs;000;Commune hors attraction des villes;30;02;32
02160;Chaourse;000;Commune hors attraction des villes;30;02;32
02162;La Chapelle-sur-Chézy;001;Paris;20;02;32
02163;Charly-sur-Marne;001;Paris;20;02;32
02164;Le Charmel;209;Château-Thierry;20;02;32
02165;Charmes;283;Tergnier;12;02;32
02166;Chartèves;209;Château-Thierry;20;02;32
02167;Chassemy;128;Soissons;20;02;32
02168;Château-Thierry;209;Château-Thierry;11;02;32
02169;Châtillon-lès-Sons;000;Commune hors attraction des villes;30;02;32
02170;Châtillon-sur-Oise;094;Saint-Quentin;20;02;32
02171;Chaudardes;036;Reims;20;02;32
02172;Chaudun;128;Soissons;20;02;32
02173;Chauny;273;Chauny;11;02;32
02174;Chavignon;136;Laon;20;02;32
02175;Chavigny;128;Soissons;20;02;32
02176;Chavonne;128;Soissons;20;02;32
02177;Chérêt;136;Laon;20;02;32
02178;Chermizy-Ailles;136;Laon;20;02;32
02179;Chéry-Chartreuve;036;Reims;20;02;32
02180;Chéry-lès-Pouilly;136;Laon;20;02;32
02181;Chéry-lès-Rozoy;000;Commune hors attraction des villes;30;02;32
02182;Chevennes;000;Commune hors attraction des villes;30;02;32
02183;Chevregny;136;Laon;20;02;32
02184;Chevresis-Monceau;000;Commune hors attraction des villes;30;02;32
02185;Chézy-en-Orxois;001;Paris;20;02;32
02186;Chézy-sur-Marne;001;Paris;20;02;32
02187;Chierry;209;Château-Thierry;20;02;32
02188;Chigny;000;Commune hors attraction des villes;30;02;32
02189;Chivres-en-Laonnois;136;Laon;20;02;32
02190;Chivres-Val;128;Soissons;20;02;32
02191;Chivy-lès-Étouvelles;136;Laon;20;02;32
02192;Chouy;001;Paris;20;02;32
02193;Cierges;000;Commune hors attraction des villes;30;02;32
02194;Cilly;000;Commune hors attraction des villes;30;02;32
02195;Ciry-Salsogne;128;Soissons;20;02;32
02196;Clacy-et-Thierret;136;Laon;20;02;32
02197;Clairfontaine;000;Commune hors attraction des villes;30;02;32
02198;Clamecy;128;Soissons;20;02;32
02199;Clastres;094;Saint-Quentin;20;02;32
02200;Clermont-les-Fermes;000;Commune hors attraction des villes;30;02;32
02201;Cœuvres-et-Valsery;000;Commune hors attraction des villes;30;02;32
02203;Coincy;209;Château-Thierry;20;02;32
02204;Coingt;308;Hirson;20;02;32
02205;Colligis-Crandelain;136;Laon;20;02;32
02206;Colonfay;466;Guise;20;02;32
02207;Commenchon;273;Chauny;20;02;32
02208;Concevreux;036;Reims;20;02;32
02209;Condé-en-Brie;209;Château-Thierry;20;02;32
02210;Condé-sur-Aisne;128;Soissons;20;02;32
02211;Condé-sur-Suippe;036;Reims;20;02;32
02212;Condren;273;Chauny;20;02;32
02213;Connigis;209;Château-Thierry;20;02;32
02214;Contescourt;094;Saint-Quentin;20;02;32
02215;Corbeny;036;Reims;20;02;32
02216;Corcy;001;Paris;20;02;32
02217;Coucy-le-Château-Auffrique;000;Commune hors attraction des villes;30;02;32
02218;Coucy-lès-Eppes;136;Laon;20;02;32
02219;Coucy-la-Ville;000;Commune hors attraction des villes;30;02;32
02220;Coulonges-Cohan;036;Reims;20;02;32
02221;Coupru;001;Paris;20;02;32
02222;Courbes;000;Commune hors attraction des villes;30;02;32
02223;Courboin;209;Château-Thierry;20;02;32
02224;Courcelles-sur-Vesle;000;Commune hors attraction des villes;30;02;32
02225;Courchamps;001;Paris;20;02;32
02226;Courmelles;128;Soissons;20;02;32
02227;Courmont;209;Château-Thierry;20;02;32
02228;Courtemont-Varennes;209;Château-Thierry;20;02;32
02229;Courtrizy-et-Fussigny;000;Commune hors attraction des villes;30;02;32
02230;Couvrelles;128;Soissons;20;02;32
02231;Couvron-et-Aumencourt;136;Laon;20;02;32
02232;Coyolles;001;Paris;20;02;32
02233;Cramaille;209;Château-Thierry;20;02;32
02234;Craonne;036;Reims;20;02;32
02235;Craonnelle;036;Reims;20;02;32
02236;Crécy-au-Mont;128;Soissons;20;02;32
02237;Crécy-sur-Serre;136;Laon;20;02;32
02238;Crépy;136;Laon;20;02;32
02239;Crézancy;209;Château-Thierry;20;02;32
02240;Croix-Fonsomme;094;Saint-Quentin;20;02;32
02241;La Croix-sur-Ourcq;209;Château-Thierry;20;02;32
02242;Crouttes-sur-Marne;001;Paris;20;02;32
02243;Crouy;128;Soissons;20;02;32
02244;Crupilly;000;Commune hors attraction des villes;30;02;32
02245;Cuffies;128;Soissons;20;02;32
02246;Cugny;450;Ham;20;02;32
02248;Cuirieux;136;Laon;20;02;32
02249;Cuiry-Housse;000;Commune hors attraction des villes;30;02;32
02250;Cuiry-lès-Chaudardes;036;Reims;20;02;32
02251;Cuiry-lès-Iviers;000;Commune hors attraction des villes;30;02;32
02252;Cuissy-et-Geny;036;Reims;20;02;32
02253;Cuisy-en-Almont;128;Soissons;20;02;32
02254;Cutry;128;Soissons;20;02;32
02255;Cys-la-Commune;000;Commune hors attraction des villes;30;02;32
02256;Dagny-Lambercy;000;Commune hors attraction des villes;30;02;32
02257;Dallon;094;Saint-Quentin;20;02;32
02258;Dammard;001;Paris;20;02;32
02259;Dampleux;001;Paris;20;02;32
02260;Danizy;283;Tergnier;12;02;32
02261;Dercy;136;Laon;20;02;32
02262;Deuillet;283;Tergnier;20;02;32
02263;Dhuizel;036;Reims;20;02;32
02264;Dizy-le-Gros;036;Reims;20;02;32
02265;Dohis;000;Commune hors attraction des villes;30;02;32
02266;Dolignon;000;Commune hors attraction des villes;30;02;32
02267;Dommiers;128;Soissons;20;02;32
02268;Domptin;001;Paris;20;02;32
02269;Dorengt;494;Le Nouvion-en-Thiérache;20;02;32
02270;Douchy;094;Saint-Quentin;20;02;32
02271;Dravegny;036;Reims;20;02;32
02272;Droizy;128;Soissons;20;02;32
02273;Dury;094;Saint-Quentin;20;02;32
02274;Ébouleau;136;Laon;20;02;32
02275;Effry;308;Hirson;20;02;32
02276;Englancourt;000;Commune hors attraction des villes;30;02;32
02277;Épagny;128;Soissons;20;02;32
02278;Éparcy;308;Hirson;20;02;32
02279;Épaux-Bézu;209;Château-Thierry;20;02;32
02280;Épieds;209;Château-Thierry;20;02;32
02281;L'Épine-aux-Bois;001;Paris;20;02;32
02282;Eppes;136;Laon;20;02;32
02283;Erlon;136;Laon;20;02;32
02284;Erloy;000;Commune hors attraction des villes;30;02;32
02286;Esquéhéries;494;Le Nouvion-en-Thiérache;20;02;32
02287;Essigny-le-Grand;094;Saint-Quentin;20;02;32
02288;Essigny-le-Petit;094;Saint-Quentin;20;02;32
02289;Essises;001;Paris;20;02;32
02290;Essômes-sur-Marne;209;Château-Thierry;20;02;32
02291;Estrées;094;Saint-Quentin;20;02;32
02292;Étampes-sur-Marne;001;Paris;20;02;32
02293;Étaves-et-Bocquiaux;094;Saint-Quentin;20;02;32
02294;Étouvelles;136;Laon;20;02;32
02295;Étréaupont;000;Commune hors attraction des villes;30;02;32
02296;Étreillers;094;Saint-Quentin;20;02;32
02297;Étrépilly;209;Château-Thierry;20;02;32
02298;Étreux;494;Le Nouvion-en-Thiérache;20;02;32
02299;Évergnicourt;036;Reims;20;02;32
02302;Faverolles;001;Paris;20;02;32
02303;Fayet;094;Saint-Quentin;20;02;32
02304;La Fère;283;Tergnier;12;02;32
02305;Fère-en-Tardenois;000;Commune hors attraction des villes;30;02;32
02306;La Ferté-Chevresis;000;Commune hors attraction des villes;30;02;32
02307;La Ferté-Milon;001;Paris;20;02;32
02308;Fesmy-le-Sart;494;Le Nouvion-en-Thiérache;20;02;32
02309;Festieux;136;Laon;20;02;32
02310;Fieulaine;094;Saint-Quentin;20;02;32
02311;Filain;136;Laon;20;02;32
02312;La Flamengrie;000;Commune hors attraction des villes;30;02;32
02313;Flavigny-le-Grand-et-Beaurain;466;Guise;20;02;32
02315;Flavy-le-Martel;094;Saint-Quentin;20;02;32
02316;Fleury;001;Paris;20;02;32
02317;Fluquières;094;Saint-Quentin;20;02;32
02318;Folembray;000;Commune hors attraction des villes;30;02;32
02319;Fonsomme;094;Saint-Quentin;20;02;32
02320;Fontaine-lès-Clercs;094;Saint-Quentin;20;02;32
02321;Fontaine-lès-Vervins;562;Vervins;20;02;32
02322;Fontaine-Notre-Dame;094;Saint-Quentin;20;02;32
02323;Fontaine-Uterte;094;Saint-Quentin;20;02;32
02324;Fontenelle;494;Le Nouvion-en-Thiérache;20;02;32
02326;Fontenoy;128;Soissons;20;02;32
02327;Foreste;094;Saint-Quentin;20;02;32
02328;Fossoy;209;Château-Thierry;20;02;32
02329;Fourdrain;136;Laon;20;02;32
02330;Francilly-Selency;094;Saint-Quentin;20;02;32
02331;Franqueville;562;Vervins;20;02;32
02332;Fresnes-en-Tardenois;209;Château-Thierry;20;02;32
02333;Fresnes-sous-Coucy;000;Commune hors attraction des villes;30;02;32
02334;Fresnoy-le-Grand;094;Saint-Quentin;20;02;32
02335;Fressancourt;136;Laon;20;02;32
02336;Frières-Faillouël;273;Chauny;20;02;32
02337;Froidestrées;308;Hirson;20;02;32
02338;Froidmont-Cohartille;136;Laon;20;02;32
02339;Gandelu;001;Paris;20;02;32
02340;Gauchy;094;Saint-Quentin;20;02;32
02341;Gercy;562;Vervins;20;02;32
02342;Gergny;308;Hirson;20;02;32
02343;Germaine;094;Saint-Quentin;20;02;32
02345;Gibercourt;094;Saint-Quentin;20;02;32
02346;Gizy;136;Laon;20;02;32
02347;Gland;209;Château-Thierry;20;02;32
02349;Goudelancourt-lès-Berrieux;036;Reims;20;02;32
02350;Goudelancourt-lès-Pierrepont;136;Laon;20;02;32
02351;Goussancourt;036;Reims;20;02;32
02352;Gouy;094;Saint-Quentin;20;02;32
02353;Grandlup-et-Fay;136;Laon;20;02;32
02354;Grandrieux;000;Commune hors attraction des villes;30;02;32
02355;Gricourt;094;Saint-Quentin;20;02;32
02356;Grisolles;209;Château-Thierry;20;02;32
02357;Gronard;562;Vervins;20;02;32
02358;Grougis;000;Commune hors attraction des villes;30;02;32
02359;Grugies;094;Saint-Quentin;20;02;32
02360;Villeneuve-sur-Aisne;036;Reims;20;02;32
02361;Guise;466;Guise;11;02;32
02362;Guivry;273;Chauny;20;02;32
02363;Guny;000;Commune hors attraction des villes;30;02;32
02364;Guyencourt;036;Reims;20;02;32
02366;Hannapes;466;Guise;20;02;32
02367;Happencourt;094;Saint-Quentin;20;02;32
02368;Haramont;001;Paris;20;02;32
02369;Harcigny;562;Vervins;20;02;32
02370;Hargicourt;094;Saint-Quentin;20;02;32
02371;Harly;094;Saint-Quentin;20;02;32
02372;Hartennes-et-Taux;128;Soissons;20;02;32
02373;Hary;562;Vervins;20;02;32
02374;Lehaucourt;094;Saint-Quentin;20;02;32
02375;Hautevesnes;001;Paris;20;02;32
02376;Hauteville;094;Saint-Quentin;20;02;32
02377;Haution;000;Commune hors attraction des villes;30;02;32
02378;La Hérie;308;Hirson;20;02;32
02379;Le Hérie-la-Viéville;000;Commune hors attraction des villes;30;02;32
02380;Hinacourt;094;Saint-Quentin;20;02;32
02381;Hirson;308;Hirson;11;02;32
02382;Holnon;094;Saint-Quentin;20;02;32
02383;Homblières;094;Saint-Quentin;20;02;32
02384;Houry;562;Vervins;20;02;32
02385;Housset;000;Commune hors attraction des villes;30;02;32
02386;Iron;466;Guise;20;02;32
02387;Itancourt;094;Saint-Quentin;20;02;32
02388;Iviers;000;Commune hors attraction des villes;30;02;32
02389;Jaulgonne;209;Château-Thierry;20;02;32
02390;Jeancourt;094;Saint-Quentin;20;02;32
02391;Jeantes;000;Commune hors attraction des villes;30;02;32
02392;Joncourt;094;Saint-Quentin;20;02;32
02393;Jouaignes;000;Commune hors attraction des villes;30;02;32
02395;Jumencourt;128;Soissons;20;02;32
02396;Jumigny;036;Reims;20;02;32
02397;Jussy;094;Saint-Quentin;20;02;32
02398;Juvigny;128;Soissons;20;02;32
02399;Juvincourt-et-Damary;036;Reims;20;02;32
02400;Laffaux;128;Soissons;20;02;32
02401;Laigny;562;Vervins;20;02;32
02402;Lanchy;094;Saint-Quentin;20;02;32
02403;Landifay-et-Bertaignemont;466;Guise;20;02;32
02404;Landouzy-la-Cour;562;Vervins;20;02;32
02405;Landouzy-la-Ville;308;Hirson;20;02;32
02406;Landricourt;128;Soissons;20;02;32
02407;Laniscourt;136;Laon;20;02;32
02408;Laon;136;Laon;11;02;32
02409;Lappion;000;Commune hors attraction des villes;30;02;32
02410;Largny-sur-Automne;001;Paris;20;02;32
02411;Latilly;209;Château-Thierry;20;02;32
02412;Launoy;128;Soissons;20;02;32
02413;Laval-en-Laonnois;136;Laon;20;02;32
02414;Lavaqueresse;466;Guise;20;02;32
02415;Laversine;001;Paris;20;02;32
02416;Lemé;000;Commune hors attraction des villes;30;02;32
02417;Lempire;094;Saint-Quentin;20;02;32
02418;Lerzy;000;Commune hors attraction des villes;30;02;32
02419;Leschelle;494;Le Nouvion-en-Thiérache;20;02;32
02420;Lesdins;094;Saint-Quentin;20;02;32
02421;Lesges;128;Soissons;20;02;32
02422;Lesquielles-Saint-Germain;466;Guise;20;02;32
02423;Leuilly-sous-Coucy;128;Soissons;20;02;32
02424;Leury;128;Soissons;20;02;32
02425;Leuze;308;Hirson;20;02;32
02426;Levergies;094;Saint-Quentin;20;02;32
02427;Lhuys;036;Reims;20;02;32
02428;Licy-Clignon;001;Paris;20;02;32
02429;Lierval;136;Laon;20;02;32
02430;Liesse-Notre-Dame;136;Laon;20;02;32
02431;Liez;283;Tergnier;20;02;32
02432;Limé;000;Commune hors attraction des villes;30;02;32
02433;Lislet;000;Commune hors attraction des villes;30;02;32
02435;Logny-lès-Aubenton;308;Hirson;20;02;32
02438;Longpont;000;Commune hors attraction des villes;30;02;32
02439;Les Septvallons;036;Reims;20;02;32
02440;Lor;036;Reims;20;02;32
02441;Louâtre;001;Paris;20;02;32
02442;Loupeigne;000;Commune hors attraction des villes;30;02;32
02443;Lucy-le-Bocage;001;Paris;20;02;32
02444;Lugny;562;Vervins;20;02;32
02445;Luzoir;308;Hirson;20;02;32
02446;Ly-Fontaine;094;Saint-Quentin;20;02;32
02447;Maast-et-Violaine;128;Soissons;20;02;32
02448;Mâchecourt;136;Laon;20;02;32
02449;Macogny;001;Paris;20;02;32
02450;Macquigny;466;Guise;20;02;32
02451;Magny-la-Fosse;094;Saint-Quentin;20;02;32
02452;Maissemy;094;Saint-Quentin;20;02;32
02453;Maizy;036;Reims;20;02;32
02454;La Malmaison;036;Reims;20;02;32
02455;Malzy;466;Guise;20;02;32
02456;Manicamp;273;Chauny;20;02;32
02457;Marchais;136;Laon;20;02;32
02458;Dhuys et Morin-en-Brie;001;Paris;20;02;32
02459;Marcy;094;Saint-Quentin;20;02;32
02460;Marcy-sous-Marle;000;Commune hors attraction des villes;30;02;32
02461;Marest-Dampcourt;273;Chauny;20;02;32
02462;Mareuil-en-Dôle;000;Commune hors attraction des villes;30;02;32
02463;Marfontaine;000;Commune hors attraction des villes;30;02;32
02464;Margival;128;Soissons;20;02;32
02465;Marigny-en-Orxois;001;Paris;20;02;32
02466;Marizy-Sainte-Geneviève;001;Paris;20;02;32
02467;Marizy-Saint-Mard;000;Commune hors attraction des villes;30;02;32
02468;Marle;000;Commune hors attraction des villes;30;02;32
02469;Marly-Gomont;000;Commune hors attraction des villes;30;02;32
02470;Martigny;308;Hirson;20;02;32
02471;Martigny-Courpierre;136;Laon;20;02;32
02472;Mauregny-en-Haye;136;Laon;20;02;32
02473;Mayot;094;Saint-Quentin;20;02;32
02474;Mennessis;283;Tergnier;20;02;32
02476;Mennevret;000;Commune hors attraction des villes;30;02;32
02477;Mercin-et-Vaux;128;Soissons;20;02;32
02478;Merlieux-et-Fouquerolles;136;Laon;20;02;32
02480;Mesbrecourt-Richecourt;136;Laon;20;02;32
02481;Mesnil-Saint-Laurent;094;Saint-Quentin;20;02;32
02482;Meurival;036;Reims;20;02;32
02483;Mézières-sur-Oise;094;Saint-Quentin;20;02;32
02484;Mézy-Moulins;209;Château-Thierry;20;02;32
02485;Missy-aux-Bois;128;Soissons;20;02;32
02486;Missy-lès-Pierrepont;136;Laon;20;02;32
02487;Missy-sur-Aisne;128;Soissons;20;02;32
02488;Molain;000;Commune hors attraction des villes;30;02;32
02489;Molinchart;136;Laon;20;02;32
02490;Monampteuil;136;Laon;20;02;32
02491;Monceau-le-Neuf-et-Faucouzy;000;Commune hors attraction des villes;30;02;32
02492;Monceau-lès-Leups;136;Laon;20;02;32
02493;Monceau-le-Waast;136;Laon;20;02;32
02494;Monceau-sur-Oise;466;Guise;20;02;32
02495;Mondrepuis;308;Hirson;20;02;32
02496;Monnes;001;Paris;20;02;32
02497;Mons-en-Laonnois;136;Laon;20;02;32
02498;Montaigu;136;Laon;20;02;32
02499;Montbavin;136;Laon;20;02;32
02500;Montbrehain;094;Saint-Quentin;20;02;32
02501;Montchâlons;136;Laon;20;02;32
02502;Montcornet;000;Commune hors attraction des villes;30;02;32
02503;Mont-d'Origny;094;Saint-Quentin;20;02;32
02504;Montescourt-Lizerolles;094;Saint-Quentin;20;02;32
02505;Montfaucon;001;Paris;20;02;32
02506;Montgobert;001;Paris;20;02;32
02507;Montgru-Saint-Hilaire;209;Château-Thierry;20;02;32
02508;Monthenault;136;Laon;20;02;32
02509;Monthiers;209;Château-Thierry;20;02;32
02510;Monthurel;209;Château-Thierry;20;02;32
02511;Montigny-en-Arrouaise;094;Saint-Quentin;20;02;32
02512;Montigny-l'Allier;001;Paris;20;02;32
02513;Montigny-le-Franc;000;Commune hors attraction des villes;30;02;32
02514;Montigny-Lengrain;000;Commune hors attraction des villes;30;02;32
02515;Montigny-lès-Condé;001;Paris;20;02;32
02516;Montigny-sous-Marle;136;Laon;20;02;32
02517;Montigny-sur-Crécy;136;Laon;20;02;32
02518;Montlevon;001;Paris;20;02;32
02519;Montloué;000;Commune hors attraction des villes;30;02;32
02520;Mont-Notre-Dame;036;Reims;20;02;32
02521;Montreuil-aux-Lions;001;Paris;20;02;32
02522;Mont-Saint-Jean;000;Commune hors attraction des villes;30;02;32
02523;Mont-Saint-Martin;036;Reims;20;02;32
02524;Mont-Saint-Père;209;Château-Thierry;20;02;32
02525;Morcourt;094;Saint-Quentin;20;02;32
02526;Morgny-en-Thiérache;000;Commune hors attraction des villes;30;02;32
02527;Morsain;128;Soissons;20;02;32
02528;Mortefontaine;001;Paris;20;02;32
02529;Mortiers;136;Laon;20;02;32
02530;Moulins;000;Commune hors attraction des villes;30;02;32
02531;Moussy-Verneuil;036;Reims;20;02;32
02532;Moÿ-de-l'Aisne;094;Saint-Quentin;20;02;32
02533;Muret-et-Crouttes;128;Soissons;20;02;32
02534;Muscourt;036;Reims;20;02;32
02535;Nampcelles-la-Cour;562;Vervins;20;02;32
02536;Nampteuil-sous-Muret;128;Soissons;20;02;32
02537;Nanteuil-la-Fosse;128;Soissons;20;02;32
02538;Nanteuil-Notre-Dame;209;Château-Thierry;20;02;32
02539;Nauroy;094;Saint-Quentin;20;02;32
02540;Nesles-la-Montagne;001;Paris;20;02;32
02541;Neufchâtel-sur-Aisne;036;Reims;20;02;32
02542;Neuflieux;273;Chauny;20;02;32
02543;Neuilly-Saint-Front;000;Commune hors attraction des villes;30;02;32
02544;Neuve-Maison;308;Hirson;20;02;32
02545;La Neuville-Bosmont;136;Laon;20;02;32
02546;La Neuville-en-Beine;273;Chauny;20;02;32
02547;La Neuville-Housset;000;Commune hors attraction des villes;30;02;32
02548;La Neuville-lès-Dorengt;494;Le Nouvion-en-Thiérache;20;02;32
02549;Neuville-Saint-Amand;094;Saint-Quentin;20;02;32
02550;Neuville-sur-Ailette;136;Laon;20;02;32
02551;Neuville-sur-Margival;128;Soissons;20;02;32
02552;Neuvillette;094;Saint-Quentin;20;02;32
02553;Nizy-le-Comte;036;Reims;20;02;32
02554;Nogentel;209;Château-Thierry;20;02;32
